date,county,state,fips,cases,deaths
2020-03-15,Baldwin,Alabama,1003,1,0
2020-03-15,Elmore,Alabama,1051,1,0
2020-03-15,Jefferson,Alabama,1073,13,0
2020-03-15,Lee,Alabama,1081,1,0
2020-03-15,Limestone,Alabama,1083,1,0
2020-03-15,Montgomery,Alabama,1101,1,0
2020-03-15,Shelby,Alabama,1117,2,0
2020-03-15,Tuscaloosa,Alabama,1125,3,0
2020-03-15,Anchorage,Alaska,2020,1,0
2020-03-15,Graham,Arizona,4009,1,0
2020-03-15,Maricopa,Arizona,4013,4,0
2020-03-15,Pima,Arizona,4019,3,0
2020-03-15,Pinal,Arizona,4021,5,0
2020-03-15,Garland,Arkansas,5051,2,0
2020-03-15,Jefferson,Arkansas,5069,5,0
2020-03-15,Pulaski,Arkansas,5119,8,0
2020-03-15,Saline,Arkansas,5125,1,0
2020-03-15,Alameda,California,6001,37,0
2020-03-15,Contra Costa,California,6013,25,0
2020-03-15,Fresno,California,6019,2,0
2020-03-15,Humboldt,California,6023,1,0
2020-03-15,Los Angeles,California,6037,69,1
2020-03-15,Madera,California,6039,1,0
2020-03-15,Marin,California,6041,4,0
2020-03-15,Napa,California,6055,1,0
2020-03-15,Orange,California,6059,17,0
2020-03-15,Placer,California,6061,8,1
2020-03-15,Riverside,California,6065,12,0
2020-03-15,Sacramento,California,6067,32,1
2020-03-15,San Benito,California,6069,1,0
2020-03-15,San Bernardino,California,6071,1,0
2020-03-15,San Diego,California,6073,40,0
2020-03-15,San Francisco,California,6075,37,0
2020-03-15,San Joaquin,California,6077,8,0
2020-03-15,San Luis Obispo,California,6079,2,0
2020-03-15,San Mateo,California,6081,32,1
2020-03-15,Santa Barbara,California,6083,1,0
2020-03-15,Santa Clara,California,6085,114,2
2020-03-15,Santa Cruz,California,6087,2,0
2020-03-15,Shasta,California,6089,1,0
2020-03-15,Solano,California,6095,13,0
2020-03-15,Sonoma,California,6097,5,0
2020-03-15,Stanislaus,California,6099,2,0
2020-03-15,Tulare,California,6107,3,0
2020-03-15,Ventura,California,6111,5,0
2020-03-15,Yolo,California,6113,2,0
2020-03-15,Adams,Colorado,8001,6,0
2020-03-15,Arapahoe,Colorado,8005,15,0
2020-03-15,Boulder,Colorado,8013,7,0
2020-03-15,Clear Creek,Colorado,8019,1,0
2020-03-15,Denver,Colorado,8031,28,0
2020-03-15,Douglas,Colorado,8035,8,0
2020-03-15,Eagle,Colorado,8037,24,0
2020-03-15,El Paso,Colorado,8041,4,2
2020-03-15,Garfield,Colorado,8045,1,0
2020-03-15,Gunnison,Colorado,8051,9,0
2020-03-15,Jefferson,Colorado,8059,12,0
2020-03-15,Larimer,Colorado,8069,1,0
2020-03-15,Mesa,Colorado,8077,1,0
2020-03-15,Pitkin,Colorado,8097,11,0
2020-03-15,Pueblo,Colorado,8101,1,0
2020-03-15,Routt,Colorado,8107,1,0
2020-03-15,Summit,Colorado,8117,2,0
2020-03-15,Weld,Colorado,8123,4,0
2020-03-15,Fairfield,Connecticut,9001,16,0
2020-03-15,Hartford,Connecticut,9003,3,0
2020-03-15,Litchfield,Connecticut,9005,4,0
2020-03-15,New Haven,Connecticut,9009,3,0
2020-03-15,New Castle,Delaware,10003,7,0
2020-03-15,District of Columbia,District of Columbia,11001,17,0
2020-03-15,Alachua,Florida,12001,4,0
2020-03-15,Baker,Florida,12003,1,0
2020-03-15,Broward,Florida,12011,37,0
2020-03-15,Charlotte,Florida,12015,1,0
2020-03-15,Citrus,Florida,12017,1,0
2020-03-15,Clay,Florida,12019,3,0
2020-03-15,Collier,Florida,12021,5,0
2020-03-15,Duval,Florida,12031,4,0
2020-03-15,Hillsborough,Florida,12057,6,0
2020-03-15,Lee,Florida,12071,5,2
2020-03-15,Manatee,Florida,12081,4,0
2020-03-15,Miami-Dade,Florida,12086,13,0
2020-03-15,Nassau,Florida,12089,1,0
2020-03-15,Okaloosa,Florida,12091,1,0
2020-03-15,Orange,Florida,12095,2,0
2020-03-15,Osceola,Florida,12097,1,0
