date,county,state,fips,cases,deaths
2020-03-22,Baldwin,Alabama,1003,2,0
2020-03-22,Calhoun,Alabama,1015,1,0
2020-03-22,Chambers,Alabama,1017,2,0
2020-03-22,Cullman,Alabama,1043,2,0
2020-03-22,Elmore,Alabama,1051,6,0
2020-03-22,Jackson,Alabama,1071,1,0
2020-03-22,Jefferson,Alabama,1073,71,0
2020-03-22,Lamar,Alabama,1075,1,0
2020-03-22,Lauderdale,Alabama,1077,2,0
2020-03-22,Lee,Alabama,1081,16,0
2020-03-22,Limestone,Alabama,1083,1,0
2020-03-22,Madison,Alabama,1089,16,0
2020-03-22,Marion,Alabama,1093,1,0
2020-03-22,Mobile,Alabama,1097,2,0
2020-03-22,Montgomery,Alabama,1101,3,0
2020-03-22,Shelby,Alabama,1117,17,0
2020-03-22,St. Clair,Alabama,1115,3,0
2020-03-22,Talladega,Alabama,1121,1,0
2020-03-22,Tuscaloosa,Alabama,1125,7,0
2020-03-22,Walker,Alabama,1127,1,0
2020-03-22,Washington,Alabama,1129,1,0
2020-03-22,Anchorage,Alaska,2020,6,0
2020-03-22,Fairbanks North Star Borough,Alaska,2090,7,0
2020-03-22,Kenai Peninsula Borough,Alaska,2122,3,0
2020-03-22,Ketchikan Gateway Borough,Alaska,2130,6,0
2020-03-22,Apache,Arizona,4001,3,0
2020-03-22,Cochise,Arizona,4003,1,0
2020-03-22,Coconino,Arizona,4005,15,0
2020-03-22,Graham,Arizona,4009,2,0
2020-03-22,Maricopa,Arizona,4013,81,2
2020-03-22,Navajo,Arizona,4017,13,0
2020-03-22,Pima,Arizona,4019,17,0
2020-03-22,Pinal,Arizona,4021,16,0
2020-03-22,Santa Cruz,Arizona,4023,1,0
2020-03-22,Yavapai,Arizona,4025,3,0
2020-03-22,Yuma,Arizona,4027,1,0
2020-03-22,Benton,Arkansas,5007,1,0
2020-03-22,Boone,Arkansas,5009,1,0
2020-03-22,Bradley,Arkansas,5011,1,0
2020-03-22,Clark,Arkansas,5019,1,0
2020-03-22,Cleburne,Arkansas,5023,25,0
2020-03-22,Cleveland,Arkansas,5025,1,0
2020-03-22,Craighead,Arkansas,5031,1,0
2020-03-22,Crittenden,Arkansas,5035,1,0
2020-03-22,Desha,Arkansas,5041,1,0
2020-03-22,Faulkner,Arkansas,5045,7,0
2020-03-22,Garland,Arkansas,5051,9,0
2020-03-22,Grant,Arkansas,5053,1,0
2020-03-22,Greene,Arkansas,5055,1,0
2020-03-22,Independence,Arkansas,5063,1,0
2020-03-22,Jefferson,Arkansas,5069,20,0
2020-03-22,Lincoln,Arkansas,5079,1,0
2020-03-22,Poinsett,Arkansas,5111,1,0
2020-03-22,Polk,Arkansas,5113,1,0
2020-03-22,Pope,Arkansas,5115,1,0
2020-03-22,Pulaski,Arkansas,5119,52,0
2020-03-22,Saline,Arkansas,5125,1,0
2020-03-22,Searcy,Arkansas,5129,1,0
2020-03-22,Sebastian,Arkansas,5131,1,0
2020-03-22,Sevier,Arkansas,5133,1,0
2020-03-22,Van Buren,Arkansas,5141,1,0
2020-03-22,Washington,Arkansas,5143,5,0
2020-03-22,Alameda,California,6001,127,0
2020-03-22,Amador,California,6005,1,0
2020-03-22,Butte,California,6007,2,0
2020-03-22,Contra Costa,California,6013,61,1
2020-03-22,El Dorado,California,6017,2,0
2020-03-22,Fresno,California,6019,10,0
2020-03-22,Humboldt,California,6023,2,0
2020-03-22,Imperial,California,6025,4,0
2020-03-22,Kern,California,6029,5,0
2020-03-22,Los Angeles,California,6037,421,5
2020-03-22,Madera,California,6039,3,0
2020-03-22,Marin,California,6041,38,0
2020-03-22,Mendocino,California,6045,1,0
2020-03-22,Monterey,California,6053,14,1
2020-03-22,Napa,California,6055,3,0
2020-03-22,Nevada,California,6057,1,0
2020-03-22,Orange,California,6059,95,0
2020-03-22,Placer,California,6061,12,1
2020-03-22,Riverside,California,6065,45,6
2020-03-22,Sacramento,California,6067,52,3
2020-03-22,San Benito,California,6069,5,1
2020-03-22,San Bernardino,California,6071,17,0
2020-03-22,San Diego,California,6073,205,0
2020-03-22,San Francisco,California,6075,111,0
2020-03-22,San Joaquin,California,6077,41,2
2020-03-22,San Luis Obispo,California,6079,27,0
2020-03-22,San Mateo,California,6081,117,1
2020-03-22,Santa Barbara,California,6083,18,0
2020-03-22,Santa Clara,California,6085,303,11
2020-03-22,Santa Cruz,California,6087,15,0
2020-03-22,Shasta,California,6089,2,0
2020-03-22,Siskiyou,California,6093,2,0
2020-03-22,Solano,California,6095,19,0
2020-03-22,Sonoma,California,6097,11,1
2020-03-22,Stanislaus,California,6099,8,0
2020-03-22,Tulare,California,6107,12,0
2020-03-22,Ventura,California,6111,30,1
2020-03-22,Yolo,California,6113,6,1
2020-03-22,Yuba,California,6115,2,0
2020-03-22,Adams,Colorado,8001,18,0
2020-03-22,Arapahoe,Colorado,8005,45,0
2020-03-22,Boulder,Colorado,8013,37,0
2020-03-22,Broomfield,Colorado,8014,1,0
2020-03-22,Chaffee,Colorado,8015,3,0
2020-03-22,Clear Creek,Colorado,8019,3,0
2020-03-22,Crowley,Colorado,8025,1,1
2020-03-22,Denver,Colorado,8031,125,0
2020-03-22,Douglas,Colorado,8035,33,0
2020-03-22,Eagle,Colorado,8037,80,1
2020-03-22,El Paso,Colorado,8041,51,3
2020-03-22,Elbert,Colorado,8039,3,0
2020-03-22,Garfield,Colorado,8045,8,0
2020-03-22,Grand,Colorado,8049,2,0
2020-03-22,Gunnison,Colorado,8051,22,0
2020-03-22,Hinsdale,Colorado,8053,1,0
2020-03-22,Jefferson,Colorado,8059,51,0
2020-03-22,Larimer,Colorado,8069,32,0
2020-03-22,Mesa,Colorado,8077,2,0
2020-03-22,Montrose,Colorado,8085,1,0
2020-03-22,Morgan,Colorado,8087,2,0
2020-03-22,Park,Colorado,8093,1,0
2020-03-22,Pitkin,Colorado,8097,16,0
2020-03-22,Pueblo,Colorado,8101,3,0
2020-03-22,Routt,Colorado,8107,3,0
2020-03-22,San Miguel,Colorado,8113,1,0
2020-03-22,Summit,Colorado,8117,7,0
2020-03-22,Weld,Colorado,8123,37,2
2020-03-22,Yuma,Colorado,8125,1,0
2020-03-22,Fairfield,Connecticut,9001,208,5
2020-03-22,Hartford,Connecticut,9003,54,1
2020-03-22,Litchfield,Connecticut,9005,12,0
2020-03-22,Middlesex,Connecticut,9007,6,0
2020-03-22,New Haven,Connecticut,9009,29,0
2020-03-22,New London,Connecticut,9011,3,0
2020-03-22,Tolland,Connecticut,9013,14,2
2020-03-22,Windham,Connecticut,9015,1,0
2020-03-22,Kent,Delaware,10001,5,0
2020-03-22,New Castle,Delaware,10003,39,0
2020-03-22,Sussex,Delaware,10005,12,0
2020-03-22,District of Columbia,District of Columbia,11001,116,2
2020-03-22,Alachua,Florida,12001,35,0
2020-03-22,Baker,Florida,12003,2,0
2020-03-22,Bay,Florida,12005,1,0
2020-03-22,Bradford,Florida,12007,1,0
2020-03-22,Brevard,Florida,12009,7,0
2020-03-22,Broward,Florida,12011,217,3
2020-03-22,Charlotte,Florida,12015,2,0
2020-03-22,Citrus,Florida,12017,8,0
2020-03-22,Clay,Florida,12019,7,1
2020-03-22,Collier,Florida,12021,33,0
2020-03-22,Columbia,Florida,12023,2,0
2020-03-22,DeSoto,Florida,12027,1,0
2020-03-22,Duval,Florida,12031,39,2
2020-03-22,Escambia,Florida,12033,4,0
2020-03-22,Flagler,Florida,12035,1,0
2020-03-22,Hernando,Florida,12053,5,0
2020-03-22,Highlands,Florida,12055,1,0
2020-03-22,Hillsborough,Florida,12057,58,0
2020-03-22,Indian River,Florida,12061,8,0
2020-03-22,Jackson,Florida,12063,1,0
2020-03-22,Lake,Florida,12069,6,0
2020-03-22,Lee,Florida,12071,26,2
2020-03-22,Leon,Florida,12073,4,0
2020-03-22,Manatee,Florida,12081,13,1
2020-03-22,Marion,Florida,12083,3,0
2020-03-22,Martin,Florida,12085,2,0
2020-03-22,Miami-Dade,Florida,12086,228,0
2020-03-22,Monroe,Florida,12087,1,0
2020-03-22,Nassau,Florida,12089,1,0
2020-03-22,Okaloosa,Florida,12091,13,0
2020-03-22,Orange,Florida,12095,32,1
2020-03-22,Osceola,Florida,12097,24,0
2020-03-22,Palm Beach,Florida,12099,70,1
2020-03-22,Pasco,Florida,12101,11,1
2020-03-22,Pinellas,Florida,12103,38,0
2020-03-22,Polk,Florida,12105,11,0
2020-03-22,Putnam,Florida,12107,2,0
2020-03-22,Santa Rosa,Florida,12113,3,1
2020-03-22,Sarasota,Florida,12115,17,0
2020-03-22,Seminole,Florida,12117,19,0
2020-03-22,St. Johns,Florida,12109,16,0
2020-03-22,St. Lucie,Florida,12111,3,0
2020-03-22,Sumter,Florida,12119,5,0
2020-03-22,Volusia,Florida,12127,14,0
2020-03-22,Walton,Florida,12131,4,0
2020-03-22,Baldwin,Georgia,13009,2,0
2020-03-22,Barrow,Georgia,13013,1,1
2020-03-22,Bartow,Georgia,13015,56,1
2020-03-22,Bibb,Georgia,13021,1,0
2020-03-22,Butts,Georgia,13035,2,0
2020-03-22,Carroll,Georgia,13045,16,0
2020-03-22,Charlton,Georgia,13049,1,0
2020-03-22,Chatham,Georgia,13051,4,0
2020-03-22,Chattooga,Georgia,13055,1,0
2020-03-22,Cherokee,Georgia,13057,18,0
2020-03-22,Clarke,Georgia,13059,10,0
2020-03-22,Clayton,Georgia,13063,13,1
2020-03-22,Clinch,Georgia,13065,1,0
2020-03-22,Cobb,Georgia,13067,67,5
2020-03-22,Coffee,Georgia,13069,1,0
2020-03-22,Columbia,Georgia,13073,3,0
2020-03-22,Coweta,Georgia,13077,9,0
2020-03-22,Dawson,Georgia,13085,1,0
2020-03-22,DeKalb,Georgia,13089,53,0
2020-03-22,Dougherty,Georgia,13095,52,6
2020-03-22,Douglas,Georgia,13097,4,0
2020-03-22,Early,Georgia,13099,2,1
2020-03-22,Effingham,Georgia,13103,2,0
2020-03-22,Fayette,Georgia,13113,9,2
2020-03-22,Floyd,Georgia,13115,9,1
2020-03-22,Forsyth,Georgia,13117,5,0
2020-03-22,Fulton,Georgia,13121,111,3
2020-03-22,Glynn,Georgia,13127,4,0
2020-03-22,Gordon,Georgia,13129,4,0
2020-03-22,Gwinnett,Georgia,13135,27,1
2020-03-22,Hall,Georgia,13139,9,0
2020-03-22,Heard,Georgia,13149,1,0
2020-03-22,Henry,Georgia,13151,7,1
2020-03-22,Houston,Georgia,13153,1,0
2020-03-22,Lamar,Georgia,13171,3,0
2020-03-22,Laurens,Georgia,13175,2,0
2020-03-22,Lee,Georgia,13177,16,0
2020-03-22,Lincoln,Georgia,13181,1,0
2020-03-22,Lowndes,Georgia,13185,8,0
2020-03-22,Lumpkin,Georgia,13187,1,0
2020-03-22,Miller,Georgia,13201,1,0
2020-03-22,Monroe,Georgia,13207,1,0
2020-03-22,Muscogee,Georgia,13215,2,0
2020-03-22,Newton,Georgia,13217,4,0
2020-03-22,Oconee,Georgia,13219,2,0
2020-03-22,Paulding,Georgia,13223,4,0
2020-03-22,Peach,Georgia,13225,3,0
2020-03-22,Pickens,Georgia,13227,2,0
2020-03-22,Polk,Georgia,13233,4,0
2020-03-22,Randolph,Georgia,13243,1,0
2020-03-22,Richmond,Georgia,13245,10,0
2020-03-22,Rockdale,Georgia,13247,2,0
2020-03-22,Spalding,Georgia,13255,2,0
2020-03-22,Sumter,Georgia,13261,2,0
2020-03-22,Tattnall,Georgia,13267,1,0
2020-03-22,Terrell,Georgia,13273,2,0
2020-03-22,Tift,Georgia,13277,2,0
2020-03-22,Troup,Georgia,13285,4,0
2020-03-22,Turner,Georgia,13287,1,0
2020-03-22,Twiggs,Georgia,13289,1,0
2020-03-22,Whitfield,Georgia,13313,2,0
2020-03-22,Worth,Georgia,13321,2,0
2020-03-22,Hawaii,Hawaii,15001,3,0
2020-03-22,Honolulu,Hawaii,15003,41,0
2020-03-22,Kauai,Hawaii,15007,3,0
2020-03-22,Maui,Hawaii,15009,9,0
2020-03-22,Ada,Idaho,16001,13,0
2020-03-22,Bingham,Idaho,16011,1,0
2020-03-22,Blaine,Idaho,16013,21,0
2020-03-22,Canyon,Idaho,16027,3,0
