COUNTY_PRE,COUNTY,LEX
1021,1001,0.20978000000000002
1051,1001,0.7702399999999999
1073,1001,0.185039
1101,1001,0.673714
1117,1001,0.154606
1097,1003,0.359218
12033,1003,0.266354
1045,1005,0.22321100000000002
1067,1005,0.32655
1069,1005,0.43433999999999995
1081,1005,0.11256
1101,1005,0.127186
1109,1005,0.162798
1113,1005,0.202862
13215,1005,0.153895
1021,1007,0.171379
1073,1007,0.556106
1117,1007,0.40891900000000003
1125,1007,0.677354
1043,1009,0.376774
1055,1009,0.194699
1073,1009,0.7012729999999999
1095,1009,0.23956599999999997
1103,1009,0.102254
1115,1009,0.213585
1117,1009,0.142842
1003,1013,0.116683
1039,1013,0.22199899999999997
1041,1013,0.193581
1051,1013,0.133735
1073,1013,0.130391
1097,1013,0.1334
1101,1013,0.404213
1029,1015,0.125078
1055,1015,0.28052699999999997
1073,1015,0.25284
1115,1015,0.194839
1121,1015,0.324256
1081,1017,0.646047
1101,1017,0.102842
1111,1017,0.14189100000000002
1113,1017,0.11038099999999999
13145,1017,0.139957
13215,1017,0.15001
13285,1017,0.463174
1015,1019,0.280936
1049,1019,0.343526
1055,1019,0.466316
1073,1019,0.149307
13055,1019,0.106546
13115,1019,0.357143
13233,1019,0.11801199999999999
1001,1021,0.253681
1051,1021,0.293842
1073,1021,0.42409600000000003
1101,1021,0.201874
1117,1021,0.580857
1025,1023,0.322275
1091,1023,0.267773
1097,1023,0.171801
1129,1023,0.222156
28023,1023,0.11078199999999999
28075,1023,0.440758
28153,1023,0.20971599999999999
1003,1025,0.14923
1023,1025,0.140748
1091,1025,0.216462
1097,1025,0.440151
1099,1025,0.173421
1129,1025,0.295005
1015,1027,0.483547
1029,1027,0.27879299999999996
1051,1027,0.127057
1073,1027,0.283364
1081,1027,0.138026
1111,1027,0.26416799999999996
1115,1027,0.17458900000000002
1117,1027,0.170018
1121,1027,0.45521000000000006
1123,1027,0.26782399999999995
1015,1029,0.645139
1027,1029,0.13706600000000002
1055,1029,0.10718
1073,1029,0.20542800000000003
1111,1029,0.22707
1115,1029,0.132944
1121,1029,0.21161100000000002
13045,1029,0.402611
13097,1029,0.129852
13121,1029,0.120577
13143,1029,0.273446
1039,1031,0.199388
1045,1031,0.485285
1061,1031,0.221175
1069,1031,0.46056800000000003
1101,1031,0.149828
1109,1031,0.22244899999999998
1059,1033,0.22363400000000003
1073,1033,0.10612200000000001
1077,1033,0.716022
1079,1033,0.200416
1083,1033,0.102727
1089,1033,0.157924
1103,1033,0.16153800000000001
1013,1039,0.110674
1031,1039,0.363174
1041,1039,0.147565
1061,1039,0.11149400000000001
1069,1039,0.19659000000000001
1101,1039,0.11215
12091,1039,0.228726
12131,1039,0.179702
1013,1041,0.278492
1031,1041,0.240788
1039,1041,0.29563
1045,1041,0.11011099999999999
1051,1041,0.11396700000000001
1069,1041,0.142674
1101,1041,0.432305
1109,1041,0.46829499999999996
1009,1043,0.215854
1073,1043,0.36129
1089,1043,0.20919699999999997
1095,1043,0.167536
1103,1043,0.336925
1005,1045,0.114079
1031,1045,0.433011
1061,1045,0.147608
1067,1045,0.15783
1069,1045,0.687338
1101,1045,0.115579
1109,1045,0.186997
1001,1047,0.208958
1021,1047,0.125245
1051,1047,0.188737
1073,1047,0.194173
1101,1047,0.32224400000000003
1117,1047,0.1222
1125,1047,0.112198
1019,1049,0.153056
1055,1049,0.2898
1071,1049,0.352611
1073,1049,0.151361
1089,1049,0.150408
1095,1049,0.325389
13083,1049,0.131448
