COUNTY_PRE,COUNTY,LEX
1021,1001,0.199876
1051,1001,0.756646
1073,1001,0.152422
1101,1001,0.648696
1117,1001,0.128571
1097,1003,0.304991
12033,1003,0.21374400000000002
1045,1005,0.223867
1067,1005,0.284894
1069,1005,0.408459
1101,1005,0.100302
1109,1005,0.132024
1113,1005,0.18096700000000002
13215,1005,0.150755
1021,1007,0.157134
1073,1007,0.558426
1117,1007,0.403444
1125,1007,0.656827
1043,1009,0.368271
1055,1009,0.168709
1073,1009,0.6726479999999999
1095,1009,0.244092
1115,1009,0.207002
1117,1009,0.132823
1039,1013,0.182704
1041,1013,0.173849
1051,1013,0.11629300000000001
1073,1013,0.11009400000000001
1101,1013,0.330579
1029,1015,0.127057
1055,1015,0.27152
1073,1015,0.21320100000000003
1115,1015,0.178832
1121,1015,0.33168200000000003
1081,1017,0.6338199999999999
1111,1017,0.140516
1113,1017,0.101339
1123,1017,0.10273800000000001
13145,1017,0.138517
13215,1017,0.14411400000000002
13285,1017,0.45612600000000003
1015,1019,0.258846
1049,1019,0.32622399999999996
1055,1019,0.46001000000000003
1073,1019,0.102036
13115,1019,0.337373
13233,1019,0.108822
1001,1021,0.23141199999999998
1051,1021,0.26056999999999997
1073,1021,0.387806
1101,1021,0.173625
1117,1021,0.554009
1025,1023,0.302051
1091,1023,0.23865799999999998
1097,1023,0.180858
1125,1023,0.12243599999999999
1129,1023,0.239279
28023,1023,0.104413
28075,1023,0.43816000000000005
28153,1023,0.20136700000000002
1003,1025,0.135101
1023,1025,0.151515
1091,1025,0.21085900000000002
1097,1025,0.381629
1099,1025,0.153725
1125,1025,0.115846
1129,1025,0.279987
1015,1027,0.504264
1029,1027,0.280841
1073,1027,0.21887399999999999
1081,1027,0.101194
1111,1027,0.318363
1115,1027,0.154065
1117,1027,0.134736
1121,1027,0.508243
1123,1027,0.289937
1015,1029,0.580342
1027,1029,0.142234
1073,1029,0.192888
1111,1029,0.22073099999999998
1115,1029,0.12311300000000001
1121,1029,0.182489
13045,1029,0.36531399999999997
13097,1029,0.11237799999999999
13121,1029,0.107347
13143,1029,0.25293499999999997
1039,1031,0.189399
1045,1031,0.471184
1061,1031,0.215402
